org_company_name;org_domain;org_category_list;org_category_group_list;org_uuid
Brightkite;brightkite.com;Android,Finance,iOS,Local,Location Based Services,Messaging,Mobile,Social Media;Data and Analytics,Financial Services,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Mobile,Navigation and Mapping,Platforms,Software;541cf2e7-5123-3f5d-8328-b7052c7e8d3c
Vico Software;vicosoftware.com;Building Material,Construction,Enterprise Software;Real Estate,Software;545bcd9b-90ac-7c6a-04ff-12dfbc4fb408
GreenYogi;greenyogi.com;Blogging Platforms,Events,GreenTech,News,Organic,Social Media,Sustainability;Content and Publishing,Events,Internet Services,Media and Entertainment,Sustainability;54623dd3-a4aa-75da-8c6a-4c999e976c24
Concealfab;concealfab.com;Mobile,Telecommunications,Wireless;Hardware,Mobile;54790b2e-ea0f-ed6e-1459-d193a99de5f5
NeverAnEmptyGlass Media;blogspot.com;Search Engine,SEM,SEO;Advertising,Internet Services,Sales and Marketing;54c0d50e-3d59-ac8d-740a-b26ba382fc73
YourVersion;yourversion.com;Ediscovery,Real Time;Internet Services;54c3d7a0-643b-2cc5-a74d-04bc4a52fa50
Martian Watches;martianwatches.com;Manufacturing,Speech Recognition;Data and Analytics,Manufacturing,Software;54f49f77-a890-b878-2832-d2185fd68f2a
edocr;edocr.com;Content Discovery,Document Management,Lead Generation,SaaS;Content and Publishing,Information Technology,Media and Entertainment,Sales and Marketing,Software;551afb7a-9222-2d7f-6ad4-7282ca630f7d
G4CT;bluline.com;Mobile,Social Media,Social Media Management,Sports;Internet Services,Media and Entertainment,Mobile,Sales and Marketing,Sports;559fde93-68e9-a7b5-24e6-31585d352c07
2 under entertainment;2underentertainment.com;Media and Entertainment,Podcast,Social Media;Internet Services,Media and Entertainment,Music and Audio;55f97fc2-57d4-73fb-0654-7a8ae5d76eab
Project Wedding;projectwedding.com;Events,Social Network,Wedding;Community and Lifestyle,Events,Internet Services,Media and Entertainment;56ab79e9-6fe7-5a23-97e2-ba0e3bdac4fe
Vela;tradevela.com;Enterprise Software,Information Technology,Trading Platform;Financial Services,Information Technology,Lending and Investments,Software;56e5f10d-d7ee-1bab-bc9d-021bd8dbf061
RKO Security;rkosecurity.com;Security;Privacy and Security;56f51331-64c6-3a06-0b61-8f8d1cf84420
Evil Controllers;evilcontrollers.com;Hardware,Software,Video Games;Gaming,Hardware,Software;577ce662-9bb0-024e-20ac-d268131f669c
aWhere;awhere.com;Database,Information Technology,Software;Data and Analytics,Information Technology,Software;58a8a26c-95a9-5c10-4cc4-5b71fa5de1cd
Avecora;avecora.com;Ad Network,Hardware,Software;Advertising,Hardware,Software;59355826-0ec6-8ef5-020f-4feaf50f351c
ClubReady;clubready.com;B2B,Business Intelligence,Enterprise Software;Data and Analytics,Software;59489323-c852-b1ef-23ce-bffca2479f3e
Good OS;thinkgos.com;Cloud Computing,Linux,Software;Internet Services,Platforms,Software;59527776-eecb-db4c-7edd-9dabb112775f
Limos.com;limos.com;Automotive,E-Commerce,Marketplace,Mobile,Travel;Commerce and Shopping,Mobile,Transportation,Travel and Tourism;5964c211-c09a-fdb2-e898-6fae1487f796
Talk Fusion;talkfusion.com;Advertising,Video Chat;Advertising,Information Technology,Internet Services,Messaging and Telecommunications,Sales and Marketing;59b5e832-4913-5b25-ed3b-5b5290adcaea
Vidmeter;vidmeter.com;Digital Entertainment,Video,Web Browsers;Internet Services,Media and Entertainment,Software,Video;5a53a014-c881-ef77-3621-7f924d61eac7
SocialRoster;socialroster.com;Apps,Sports;Apps,Software,Sports;5b931182-d1eb-9476-3b86-e90ce9ea50d1
Tsumobi;tsumobi.com;Mobile,Software;Mobile,Software;5bb342d3-6064-e671-3bc2-06c20ff88fca
AbleSky;ablesky.com;Online Portals,Service Industry,Trading Platform;Financial Services,Internet Services,Lending and Investments;5bc5e406-0178-4a1a-1598-9c0d4aca1a18
Crimson Hexagon;crimsonhexagon.com;Analytics,Brand Marketing,Consumer Research,Social Media Management,Software;Data and Analytics,Design,Internet Services,Sales and Marketing,Software;5bd1ba45-c683-d798-1619-6fbbd444f496
Nuheara;nuheara.com;Fitness,Health Care,Wearables;Consumer Electronics,Hardware,Health Care,Sports;5bf033cb-e5c7-eb01-e7b9-b0c041b08c52
Frevvo;frevvo.com;Document Management,Enterprise Software;Information Technology,Software;5c0a0b21-2c4f-3d9c-dbda-8169ce135b7d
KappaStone Technology;kappastone.com;Business Development,Consulting,Project Management,Web Development;Software;5c25696c-9be2-99f2-1869-f0a21661488f
Tomorrowish;tomorrowish.com;Events,Social Media;Events,Internet Services,Media and Entertainment;5c8ac4ce-9754-c840-b079-03d75512cb3e
Evive Health;evivehealth.com;Information Services,Information Technology,Predictive Analytics;Artificial Intelligence,Data and Analytics,Information Technology,Software;5ccff5bb-bd0d-41ae-92f9-2ab2bebf93ad
TayaSola;tayasola.com;Energy,Information Technology,Solar;Energy,Information Technology,Natural Resources,Sustainability;5d370899-ef0c-1f2b-a544-6a0ec19cfea1
LimeAll;limeall.com;Information Technology,Music,Photo Sharing;Content and Publishing,Information Technology,Media and Entertainment,Music and Audio;5d5d52fc-b373-c40f-183c-d3a14cef6c07
CloudTC;cloudtc.com;Software;Software;5d717749-c4d4-0b05-d557-caf276dbbd8e
Position Logic;positionlogic.com;B2B,Location Based Services;Data and Analytics,Internet Services,Navigation and Mapping;5dfe5b8e-ce32-62da-e492-c10785c801f0
Home View, LLC;homeviewllc.com;Enterprise Software,Internet,Photography,Real Estate,Video;Content and Publishing,Internet Services,Media and Entertainment,Real Estate,Software,Video;5e4cfaba-011c-b620-7c78-3e5ac6ea9c30
ECO Films;eco-films.com;Film Production,Social Media;Internet Services,Media and Entertainment,Video;5eb53bd9-ab2f-be09-e9ee-760b755fb913
Laconic Security;laconicvaults.com;Security;Privacy and Security;5ef3a0b2-d4fa-f78d-8d1b-1338fb434ba8
Hyphen 8;hyphen-8.com;Messaging,Mobile,Social Network;Information Technology,Internet Services,Messaging and Telecommunications,Mobile;5f088a74-cc85-daf2-7693-31d7723135a6
KlickNation;klicknation.com;Gaming,Social Network,Virtual Currency;Financial Services,Gaming,Internet Services,Payments,Software;5f6f2a2d-577a-b88f-0bed-28ae51df7d1a
Baytak;;E-Commerce,Search Engine;Commerce and Shopping,Internet Services;5fc57021-c437-688d-5e3b-ba1e20ce27ac
Karya Technologies;karyatech.com;Software;Software;5fd8194b-7071-f4e1-1e3b-c0ed59ddd5c3
Danforth Media;danforthmedia.com;Information Technology;Information Technology;5ffc01e2-1855-fa84-bf18-998a45b76957
naxxoo;naxxoo.com;Advertising,Social Media;Advertising,Internet Services,Media and Entertainment,Sales and Marketing;6050e119-e09a-2381-67b7-8c7a39b1a6cf
Towbook;towbook.com;Information Technology,Internet,Software;Information Technology,Internet Services,Software;611ae0a5-a4ee-2830-b34c-43724e40add1
Aardvark;vark.com;Internet,Search Engine,Social;Internet Services;61463e9d-a99a-e510-0207-95f6b37b0b92
Taptica;taptica.com;Advertising,Advertising Platforms,Data Integration,E-Commerce,Machine Learning,Marketing,Mobile,Personal Branding;Advertising,Artificial Intelligence,Commerce and Shopping,Data and Analytics,Information Technology,Mobile,Sales and Marketing,Software;6179216f-fb06-8c7e-9079-ce2874d1c190
SalsaMobi;salsamobi.com;Software;Software;618a9092-db87-b514-4c6f-00dec0548fa0
Mobicious;mobicious.com;Content,Mobile,News;Content and Publishing,Media and Entertainment,Mobile;619e1bff-e50f-116a-4629-218fbc17b184
Personics Labs;personicslabs.com;Hardware,Software;Hardware,Software;61f3967a-24ec-d37b-818e-68950f58cc28
Da Vinci Systems;davincisystemsllc.com;Manufacturing,Software;Manufacturing,Software;6223fad6-5d90-c8d1-6d62-729cd7a8dd8c
Funny Or Die;funnyordie.com;Apps,Celebrity,Video,Video Streaming;Apps,Content and Publishing,Media and Entertainment,Software,Video;622e63a9-147d-c538-57e9-03e9afb884e6
Health 2.0;health2con.com;Consulting,Events,Health Care,Information Technology,Market Research;Data and Analytics,Design,Events,Health Care,Information Technology,Media and Entertainment;6252229a-0700-1cbe-ad03-dc92fb0be4c7
Accelerated Media;aimitv.com;Advertising,Mobile;Advertising,Mobile,Sales and Marketing;628360c4-0d73-4b60-ee22-9f3c6ce7c467
Oak Interactive;oakinteractive.com;Advertising,Semantic Search,SEO,Web Design;Advertising,Design,Internet Services,Sales and Marketing;633b38ea-2174-7528-bee1-e31c8dd41d65
Parallocity;parallocity.com;Analytics;Data and Analytics;6361af3b-69d9-6e34-d658-9d8c1bfa4951
OPEN Sports Network;opensports.com;Fantasy Sports,Gaming,Sports;Gaming,Sports;6364c2a5-eed3-ea34-3b57-69163f8a2bdb
Guardtime;guardtime.com;Cyber Security;Information Technology,Privacy and Security;637016b7-f0ec-98c7-2b4f-1b323ff2353e
JumpTime;jumptime.com;Analytics,Content,Enterprise Software,Finance,FinTech,SEO;Data and Analytics,Financial Services,Internet Services,Media and Entertainment,Sales and Marketing,Software;639578a4-3d4c-dee2-d4c0-790f31453189
Tigerbow;tigerbow.com;E-Commerce,Gift Card,Shopping,Social Media;Commerce and Shopping,Financial Services,Internet Services,Media and Entertainment;63ae6995-7cb1-108c-6cc2-8d20511bc583
LoveBook Online;lovebookonline.com;Cloud Computing,Digital Media,Gift Card,Printing,Psychology,Publishing;Commerce and Shopping,Content and Publishing,Financial Services,Health Care,Internet Services,Media and Entertainment,Software;63c87154-894f-2949-b434-51d213f53a22
3Play Media;3playmedia.com;Enterprise Software,Translation Service,Video;Media and Entertainment,Professional Services,Software,Video;63ebc810-a00e-1bcf-d21f-00ae6fd31689
IPNETZONE COMMUNICATIONS INC.;ipnetzone.com;Internet,Web Hosting;Internet Services;63f0cc60-a7e4-4a9f-8ffd-13a566c7e184
F.8 Interactive;f8interactive.com;Brand Marketing,Mobile,Photography,Social Media;Content and Publishing,Internet Services,Media and Entertainment,Mobile,Sales and Marketing;6421a349-2b54-f624-d943-f17dfd08130e
GigTide;gigtide.com;Career Planning,Human Resources,Software;Professional Services,Software;6488b87e-f80c-8072-315b-d0ea9931657d
Design Clinicals;designclinicals.com;Enterprise Software,Health Care,Information Technology;Health Care,Information Technology,Software;64f43c16-8cab-dbdc-25ba-ec9441a91e0b
Botego;botego.com;Artificial Intelligence,Customer Service,Knowledge Management,Natural Language Processing,SaaS,Semantic Search,Software,Virtual Assistant;Artificial Intelligence,Data and Analytics,Internet Services,Science and Engineering,Software;652768f7-4721-2900-1751-299df4dcbd53
Hyperkin;hyperkin.com;Consumer Electronics,Toys,Video Games;Consumer Electronics,Consumer Goods,Gaming,Hardware;653a42be-2d41-a3a7-e4e3-8f36254c6f89
J Squared Media;j-squaredmedia.com;Finance,FinTech,Social Media;Financial Services,Internet Services,Media and Entertainment;65a193d2-c777-ee85-b30b-d000793b2187
Panopta;panopta.com;Web Hosting;Internet Services;65d1f11d-2cf6-3840-9d34-5f89db4da394
INTSPEI;intspei.com;Software;Software;65f76843-fda9-3838-0e98-1ad02a680885
Eatwave;eatwave.com;Internet of Things;Internet Services;65faf655-e42f-2f30-3bf1-1bfb99374477
Admeld;admeld.com;Advertising,Auctions,Software;Advertising,Commerce and Shopping,Sales and Marketing,Software;66003ac9-d874-e4e7-57c6-4c4313b254ab
Net Conversion;net-conversion.com;Hospitality,SEM,Travel;Advertising,Internet Services,Sales and Marketing,Travel and Tourism;666a182f-3cce-b55f-c4e4-ca62c388bb75
WidgetLaboratory;widgetlaboratory.com;Content,Developer Tools,Web Hosting;Internet Services,Media and Entertainment,Software;687eac24-a79f-f722-6e55-6fb35648f582
Confreaks;confreaks.com;Events,Open Source,Video;Events,Media and Entertainment,Software,Video;68cbeca3-5065-dc4f-a6d7-efdb51f1f142
ModelSheet Software;modelsheetsoft.com;Business Intelligence,Consulting,Fashion,Software,Web Design;Clothing and Apparel,Data and Analytics,Design,Software;693f584e-1bb7-64d4-f278-7603bb0b1630
Menewsha;menewsha.com;Communities,Messaging;Community and Lifestyle,Information Technology,Internet Services,Messaging and Telecommunications;6a035fd2-1ad2-7285-b6a3-982025056875
Unicorn Media;unicornmedia.com;Analytics,Cloud Computing,iOS,Mobile,Real Time,Software,Video,Video Streaming;Content and Publishing,Data and Analytics,Internet Services,Media and Entertainment,Mobile,Platforms,Software,Video;6a379b9a-cb2f-b3eb-186d-c1c519f4943e
Dynadec;dynadec.com;Enterprise Software,Information Technology,Real Time;Information Technology,Software;6a37eb25-fde2-cdd4-e7b2-044711034a62
WGT Media;wgt.com;3D Technology,Apps,Sports,Video Games,Virtual Reality;Apps,Gaming,Hardware,Software,Sports;6a410555-87f9-ef74-5d1e-533c16194578
SmartBug Media;smartbugmedia.com;Advertising,Search Engine,Social Media Marketing;Advertising,Internet Services,Sales and Marketing;6a419509-3625-db6c-4ac3-de5032193630
Pardot;pardot.com;Analytics,B2B,Brand Marketing,Email Marketing,Lead Generation,Marketing Automation,Software,Web Design;Data and Analytics,Design,Sales and Marketing,Software;6af687dd-371d-4945-73cd-1cf14184f634
LightPole;lightpole.net;Mobile;Mobile;6b15a118-2071-14b5-a1e0-2a2d080cfa95
StyleNet;stylenet.com;Internet,Personal Branding,Web Design;Design,Internet Services,Sales and Marketing;6b61f6cc-6368-6bc4-92a9-1e3d11efc08d
Total Beauty Media;totalbeauty.com;Internet,News,Women's;Content and Publishing,Internet Services,Media and Entertainment;6bfd1b11-9d26-d0f3-407d-84cd288ac4f4
CodeBroker;codebroker.com;Coupons,Mobile,Retail Technology;Commerce and Shopping,Hardware,Mobile,Software;6c6dd141-ff0e-e419-b37a-b39e6e9ff7c4
Bountii;bountii.com;Search Engine,Shopping,Venture Capital;Commerce and Shopping,Financial Services,Internet Services,Lending and Investments;6cf0e8a0-2e1c-f1ee-cf64-ae35ca95f320
Noribachi;noribachi.com;Clean Energy,Lighting,Manufacturing;Energy,Hardware,Manufacturing,Sustainability;6cf827f0-0399-a127-edbc-d94b107d5b0e
Quantum-Wireless;quantum-wireless.com;Customer Service,E-Commerce,Mobile,Wireless;Commerce and Shopping,Hardware,Mobile;6cfd3663-7ec0-aa54-01d5-571a47de2ab3
Alight Analytics;alightanalytics.com;Data Integration,Marketing;Data and Analytics,Information Technology,Sales and Marketing,Software;6d93540a-d72f-4fa4-98cb-e7ba03105f97
Taazaa Inc;taazaa.com;Cloud Computing,Software;Internet Services,Software;6dbf6fd5-9f4a-cafa-f740-83a4187053a9
RivalSoft;rivalmap.com;B2B,Collaboration,SaaS,Software;Software;6dd82f60-3c9b-88ca-0981-4f2668caad03
Skydeck;skydeck.com;Android,Messaging,Mobile,Photo Sharing,Photography;Content and Publishing,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Mobile,Platforms,Software;6ddefc12-c2d1-2b39-ab1e-1393b4f482a3
Xtreme Widgets;xtremewidgets.com;Advertising,Apps,B2B,Developer Tools,iOS,Software;Advertising,Apps,Mobile,Platforms,Sales and Marketing,Software;6df6ffff-d17c-674f-43d8-6dca912f02f9
Phonevite;phonevite.com;Communications Infrastructure,Public Relations,Service Industry;Hardware,Sales and Marketing;6e8bc4f7-6fd5-c7a0-26cc-fd920e72fbcf
Fididel;interactnowsolutions.com;E-Commerce,E-Commerce Platforms,Online Portals;Commerce and Shopping,Internet Services;6ea4483c-0c36-5caf-3ab4-95e06feecb21
creative circus;creative-circus.com;Apps,Consulting,Publishing,Social Media;Apps,Content and Publishing,Internet Services,Media and Entertainment,Software;6ee49c56-e240-cb6a-8e1c-30fa437bcc08
Socialthing;socialthing.com;Finance,FinTech,Web Hosting;Financial Services,Internet Services;6febb010-e6f0-a6c4-2283-44e954980ba0
Affective Interfaces;affectiveinterfaces.com;Advertising,Biometrics,Market Research,Medical,Security,Software,Test and Measurement;Advertising,Biotechnology,Data and Analytics,Design,Health Care,Privacy and Security,Sales and Marketing,Science and Engineering,Software;7027bd55-f0d5-d875-2529-9e1a858702fa
Bizak;bizak.com;Apps,Gaming,Online Portals;Apps,Gaming,Internet Services,Software;703ccd0b-272c-5ce4-9a6d-35e557754b54
Fragrantica;fragrantica.com;Consumer Goods,Lifestyle,Online Portals;Community and Lifestyle,Consumer Goods,Internet Services;7060b6ab-90ce-4fda-3f9a-c48aaf0d9460
Real Time Matrix;realtimematrix.com;Information Technology,Real Time,Social Media;Information Technology,Internet Services,Media and Entertainment;70843d49-c5fa-0bc6-45d2-ee75c4e3a624
ZeroTurnaround;zeroturnaround.com;Developer Tools,Real Time,Software,Web Apps;Apps,Software;70ac8b6b-71b5-663f-f0d4-bb87e106d2e1
ListenLogic;listenlogic.com;Analytics,Big Data,Market Research,Social Media Management;Data and Analytics,Design,Internet Services,Sales and Marketing;70af6d2f-4f23-c94a-04f7-48857284ed95
G2-Strategic Advisory Services;g2strategicadvisoryservices.com;Consulting,Messaging;Information Technology,Internet Services,Messaging and Telecommunications;70fa6c10-cc3e-3f7f-786b-368c26979968
Last 2 Left;last2left.com;Fantasy Sports,Mobile Apps,Sports;Apps,Gaming,Mobile,Software,Sports;7132d9ba-0b68-8ae8-a2b7-ee9ef7d9b245
ConnectAndSell;connectandsell.com;B2B,Enterprise Software,Marketing;Sales and Marketing,Software;715b9481-5237-0144-6dfe-60d5d2802246
Spiral Universe;spiraluniverse.com;Cloud Computing,Education,Email,Events,SaaS,Software;Education,Events,Information Technology,Internet Services,Media and Entertainment,Messaging and Telecommunications,Software;71aede2d-9762-130d-20aa-afa21d17d0dc
RescueTime;rescuetime.com;SaaS;Software;71bd10b9-0c85-445c-da1f-f914e35f620c
Springboard After School;springboardafterschool.com;Education,Online Portals,Training;Education,Internet Services;71bd40d5-ac01-8700-ae4e-518183f24872
ePhiphony Incorporated;phitch.com;Accounting,Software;Financial Services,Professional Services,Software;71f48ec4-3352-fc94-0b27-935085f8c07d
WowOwow;wowowow.com;Politics,Web Hosting;Government and Military,Internet Services;71f83ef4-e8db-9560-6278-f792ff00a27e
Outlier Solutions, Inc.;outlier.com;Advertising,SEO,Web Development;Advertising,Internet Services,Sales and Marketing,Software;720fb9f8-b06e-68a7-d339-73775f480f7f
PlayQ;playq.com;Gaming,iOS,Mobile;Gaming,Mobile,Platforms,Software;72bdc92b-14fb-e80d-1140-29eb10c29b71
Optimal Internet Solutions;oisinvkit.com;Internet,Web Browsers,Web Hosting;Internet Services,Software;72f7ef78-1e85-d501-0f1d-858f7189137d
Loladex;loladex.com;Local,Search Engine;Internet Services;73c3c463-71b6-3b27-4387-c952547b0e7c
ReadOz;readoz.com;Software;Software;73deffef-e6cb-cb76-8a81-956c910b5c80
Videolicious;videolicious.com;Software,Video,Video Streaming;Content and Publishing,Media and Entertainment,Software,Video;740d3e5c-06a6-f20a-693e-9f5b9265b1fc
Trophydogs.com;trophydogs.com;Local,Search Engine,Social Media,Web Hosting;Internet Services,Media and Entertainment;74444253-9620-54c6-abef-5628e64b44ca
MaxPowerSoft;maxpowersoft.com;Satellite Communication,Software;Hardware,Software;74669811-315a-27cc-7ba8-05d029d100e0
Waitrainer;waitrainer.com;Hospitality,Software,Training;Education,Software,Travel and Tourism;7481537b-92b2-4472-ab7f-bf7a30374690
DEAN Alert;deanalert.com;Cloud Computing,Developer APIs,Messaging,Mobile,SMS,VoIP;Information Technology,Internet Services,Messaging and Telecommunications,Mobile,Software;74b04a9b-feb6-8cc7-7966-2e6f5fc748b3
SpeakLike;speaklike.com;Crowdsourcing,Customer Service,Local,Public Relations,Social Media;Internet Services,Media and Entertainment,Sales and Marketing;7504b8cc-e1ee-8807-89c8-6deb904847e0
Streamy;streamy.com;News,Real Time,Web Browsers;Content and Publishing,Internet Services,Media and Entertainment,Software;75117ee7-234f-a34c-705c-1105c3404412
WEbook;webook.com;Publishing,Social Media;Content and Publishing,Internet Services,Media and Entertainment;755a57d2-0ee5-83ce-0938-c9782e5f02a7
Noovo;noovo.com;Ediscovery,Social Media;Internet Services,Media and Entertainment;756295a7-b3c1-f2a7-384e-2dcfe90077ec
Wonder Forge;wonderforge.com;Gaming,Social,Toys;Consumer Goods,Gaming;756a42a1-220e-dc86-add4-03080c3c5702
Picktastic;picktastic.com;Events,Gambling,Sports;Events,Gaming,Media and Entertainment,Sports;7582776b-182e-c93b-e599-8bd1775e811e
WatchDox;watchdox.com;Enterprise Software,Mobile,SaaS,Security;Mobile,Privacy and Security,Software;760e1e1d-a3be-73ee-bf17-f0d0eb59c008
Saber Seven;saberseven.com;Digital Media,Information Technology,Social Media;Information Technology,Internet Services,Media and Entertainment;7664e8bc-1dfc-65c6-f3eb-24690f1c94d0
SaySwap;sayswap.com;E-Commerce,Hardware,Video Games;Commerce and Shopping,Gaming,Hardware;770958bf-c113-3152-7ef2-dd0b9a499f88
Dizzywood;dizzywood.com;Gaming,Media and Entertainment,Social Media;Gaming,Internet Services,Media and Entertainment;7753ab58-500e-e1ed-f22f-64e83d4379d6
Clear-Coat;clear-coat.com;Hardware,Manufacturing,Software,Wireless;Hardware,Manufacturing,Mobile,Software;776e342a-e34a-ad81-143f-f229ff9a9936
Cogi;cogi.com;Apps,Audio;Apps,Media and Entertainment,Music and Audio,Software;78034b91-f525-8805-7ff4-c956a6c9bcc1
Kabongo;kabongo.com;Computer,E-Learning,Education;Consumer Electronics,Education,Hardware,Software;783c97bb-2b59-53d9-a1f2-078d3b30814e
TeeBeeDee;tbd.com;Social Media,Social Network;Internet Services,Media and Entertainment;78882624-aa5c-def8-a94f-9560b586315f
3scale;3scale.net;Developer APIs,Enterprise Software,Infrastructure,Software;Software;78c70050-042b-a916-b812-1ab481207ea0
The American Genius;agbeat.com;Commercial Real Estate,Real Estate,Social Media;Internet Services,Media and Entertainment,Real Estate;78d3fead-9347-90e1-3a96-c0fef008a692
Axis Semiconductor;axissemi.com;Manufacturing,Semiconductor;Hardware,Manufacturing,Science and Engineering;78db7521-ec8f-0a8c-7e0e-0b5dbc25eb4d
Siam Smartphone;siamsmartphone.com;Mobile;Mobile;78ee5ac8-7314-da6e-dc4c-3366bd7daa9c
BuyMyTronics.com;buymytronics.com;E-Commerce,Hardware,iOS,Mobile,Recycling,Software;Commerce and Shopping,Hardware,Mobile,Platforms,Software,Sustainability;78f7e9f6-6857-7163-0423-f551b2ab817f
Dataguise;dataguise.com;Database,Enterprise Software,Security;Data and Analytics,Privacy and Security,Software;78fe38a9-2374-7a10-205d-bcb4737c33eb
BigContacts;bigcontacts.com;CRM,SaaS,Small and Medium Businesses,Software;Information Technology,Sales and Marketing,Software;79435a8f-cf00-02f8-c5db-97fdbf1a8086
CPC Strategy;cpcstrategy.com;Advertising,Digital Marketing,E-Commerce,Marketplace,Price Comparison,SaaS;Advertising,Commerce and Shopping,Sales and Marketing,Software;79643dee-baed-9786-2afa-4a6df5dcc03d
RovAir;rovair.com;Internet,Mobile,Telecommunications;Hardware,Internet Services,Mobile;79af5a94-e253-cfc9-3bea-60f49d502457
GoTime;gotime.com;Android,iOS,Local,Mobile;Mobile,Platforms,Software;7a3f6326-269d-fcd8-26b4-16cf8653a7dc
Socrato;socrato.com;Analytics,E-Learning,Education;Data and Analytics,Education,Software;7a4a397b-573f-78d5-cc0c-050351a7c6f9
eVisioner;evisioner.com;Enterprise Software,Project Management,SaaS;Software;7a4e7157-752e-966f-85d1-a36b30589d47
HyTrust;hytrust.com;Cyber Security,Infrastructure,Security,Software;Information Technology,Privacy and Security,Software;7aff23a2-28f3-019f-09eb-70877296bbf9
Fanzter;fanzter.com;Consumer,Enterprise Software,Mobile;Mobile,Software;7b09c9f5-4b03-9cd1-2d59-89f0f70a1b95
Spaceport.io;spaceport.io;Gaming,Mobile,Mobile Devices,Online Games,Web Development;Consumer Electronics,Gaming,Hardware,Mobile,Software;7b31b3c9-c7c1-8386-e533-cff0cb6ee9c3
Relay Technology Management;relaytm.com;Biotechnology,Software;Biotechnology,Science and Engineering,Software;7b448298-d05c-cbb8-c0a8-31e3ebf6ea47
Digital PlaySpace;digitalplayspace.com;Software;Software;7b6d9d8f-ced1-1497-fbbf-a32c8f495761
Adeptol;adeptol.com;Software;Software;7b76584a-5065-196f-40d8-b36e5b5eecb2
Five Details;fivedetails.com;Software;Software;7c6849f0-cb7e-c67d-b6c9-23efcc8d9e13
InDemand Interpreting;indemandinterpreting.com;Enterprise Software,Health Care,Video;Health Care,Media and Entertainment,Software,Video;7c80512c-dc34-cb74-dea3-3d9477269337
Creative Byline;creativebyline.com;Content,Online Portals,Publishing;Content and Publishing,Internet Services,Media and Entertainment;7c96de11-7434-7050-ae7b-d0a5af77d493
EnergyHub;energyhub.com;CleanTech,Cloud Computing,Energy,Energy Management;Energy,Internet Services,Software,Sustainability;7c992694-8009-5f0d-36bb-fe37fe63a88c
Spreedly;spreedly.com;E-Commerce,FinTech,Mobile Payments,Payments,SaaS;Commerce and Shopping,Financial Services,Mobile,Payments,Software;7ca05b80-6f77-782b-4753-c9d95fa3193f
DataPortability;dataportability.org;Content,Data Visualization,Database;Data and Analytics,Design,Information Technology,Media and Entertainment,Software;7cea7a68-018e-3a8d-dc66-5d338e2e227e
SocialMedia.com;socialmedia.com;Advertising,Apps,Social Media;Advertising,Apps,Internet Services,Media and Entertainment,Sales and Marketing,Software;7d4ec8f1-afbe-bced-8746-99e2f073f302
RevZilla;revzilla.com;E-Commerce,Internet,Retail,Video;Commerce and Shopping,Internet Services,Media and Entertainment,Video;7d748fda-9440-2b5f-c765-b88b80051d29
FohBoh;fohboh.com;Food and Beverage,Restaurants,Social Media;Food and Beverage,Internet Services,Media and Entertainment;7d7db04f-8a94-a6d0-1ca9-6d5385ab9440
Servosity;servosity.com;Cloud Computing,Flash Storage,Homeland Security,Software;Hardware,Internet Services,Privacy and Security,Software;7d9032ad-2c77-28f4-6ffd-9a6a6451138c
WorkSimple;getworksimple.com;Collaboration,Education,Lead Management,Social Media;Education,Internet Services,Media and Entertainment,Sales and Marketing;7dbbc0b9-9a86-de8d-afd5-3402d1b8fbe1
IdeaFaktory;ideafaktory.com;B2B,Consulting,E-Commerce,Mobile,Payments,Product Design,Training;Commerce and Shopping,Design,Education,Financial Services,Mobile,Payments;7e1b0666-9b1d-1600-80e7-163d9d7f370f
EngineLab;enginelab.net;Embedded Systems,Software;Hardware,Science and Engineering,Software;7e78a051-ce2b-a6a2-1863-e72db50cc0d0
Fruition Sciences;fruitionsciences.com;Information Technology;Information Technology;7e961735-29a4-5a35-613c-9741e7af55f3
WellDone International;welldone.org;Enterprise Software,Hardware,Information Technology,Non Profit;Hardware,Information Technology,Software;7edf9097-7d69-e898-7604-bf53d9182d78
SmarterShade;smartershade.com;Enterprise Software,Information Services,Information Technology;Information Technology,Software;7f008d4c-aef8-ff72-b307-64f527ab72a2
PurpleTrail;purpletrail.com;Events,Mobile,Web Browsers;Events,Internet Services,Media and Entertainment,Mobile,Software;7f2518b6-83d3-b558-9001-ec7b70edf423
Xform Computing, Inc.;xformcomputing.com;Android,Apps,Cloud Computing,iOS,Mobile,Video Streaming;Apps,Content and Publishing,Internet Services,Media and Entertainment,Mobile,Platforms,Software,Video;7f43b026-02a3-0e17-e599-6c3a8865587d
OPEXEngine;opexengine.com;Software;Software;8005340f-1d4a-8337-655a-ce6a5b5bceef
JW Player;jwplayer.com;Advertising,Publishing,Software,Video,Video Streaming,Web Development;Advertising,Content and Publishing,Media and Entertainment,Sales and Marketing,Software,Video;801cd94c-799d-85be-c0d7-01803a86427f
myVidster;myvidster.com;Flash Storage,Social Bookmarking,Video;Hardware,Media and Entertainment,Video;80832032-8b57-9bb0-36c4-0856f7ce5efa
Alta Devices;altadevices.com;Manufacturing,Mobile,Solar;Energy,Manufacturing,Mobile,Natural Resources,Sustainability;8097e80f-817e-f863-4c13-f8ef64578d33
